,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Seconds,LapStartSeconds,PitWindowTime
314,0 days 01:01:32.672000,22,0 days 00:01:46.842000,15,2,,,0 days 00:00:38.138000,0 days 00:00:42.782000,0 days 00:00:25.922000,0 days 01:00:23.968000,0 days 01:01:06.750000,0 days 01:01:32.672000,212.0,207.0,312.0,309.0,HARD,6.0,True,0 days 00:59:45.830000,AlphaTauri,TSU,1,True,2021-06-06 12:29:45.839,106.84200000000001,3585.8300000000004,3611.2523478300004
315,0 days 01:03:19.695000,22,0 days 00:01:47.023000,16,2,,,0 days 00:00:38.015000,0 days 00:00:43.019000,0 days 00:00:25.989000,0 days 01:02:10.687000,0 days 01:02:53.706000,0 days 01:03:19.695000,217.0,207.0,301.0,310.0,HARD,7.0,True,0 days 01:01:32.672000,AlphaTauri,TSU,1,True,2021-06-06 12:31:32.681,107.02300000000001,3692.672,3718.09434783
316,0 days 01:05:06.616000,22,0 days 00:01:46.921000,17,2,,,0 days 00:00:38.116000,0 days 00:00:42.833000,0 days 00:00:25.972000,0 days 01:03:57.811000,0 days 01:04:40.644000,0 days 01:05:06.616000,211.0,216.0,302.0,310.0,HARD,8.0,True,0 days 01:03:19.695000,AlphaTauri,TSU,1,True,2021-06-06 12:33:19.704,106.921,3799.695,3825.11734783
317,0 days 01:06:53.300000,22,0 days 00:01:46.684000,18,2,,,0 days 00:00:38.103000,0 days 00:00:42.778000,0 days 00:00:25.803000,0 days 01:05:44.719000,0 days 01:06:27.497000,0 days 01:06:53.300000,215.0,212.0,314.0,312.0,HARD,9.0,True,0 days 01:05:06.616000,AlphaTauri,TSU,1,True,2021-06-06 12:35:06.625,106.68400000000001,3906.6160000000004,3932.0383478300005
318,0 days 01:08:40.152000,22,0 days 00:01:46.852000,19,2,,,0 days 00:00:37.852000,0 days 00:00:43.241000,0 days 00:00:25.759000,0 days 01:07:31.152000,0 days 01:08:14.393000,0 days 01:08:40.152000,209.0,206.0,308.0,315.0,HARD,10.0,True,0 days 01:06:53.300000,AlphaTauri,TSU,1,True,2021-06-06 12:36:53.309,106.852,4013.3,4038.72234783
319,0 days 01:10:27.103000,22,0 days 00:01:46.951000,20,2,,,0 days 00:00:38.134000,0 days 00:00:43.062000,0 days 00:00:25.755000,0 days 01:09:18.286000,0 days 01:10:01.348000,0 days 01:10:27.103000,210.0,203.0,318.0,313.0,HARD,11.0,True,0 days 01:08:40.152000,AlphaTauri,TSU,1,True,2021-06-06 12:38:40.161,106.95100000000001,4120.152,4145.57434783
320,0 days 01:12:13.791000,22,0 days 00:01:46.688000,21,2,,,0 days 00:00:37.956000,0 days 00:00:43.005000,0 days 00:00:25.727000,0 days 01:11:05.059000,0 days 01:11:48.064000,0 days 01:12:13.791000,207.0,213.0,308.0,315.0,HARD,12.0,True,0 days 01:10:27.103000,AlphaTauri,TSU,1,True,2021-06-06 12:40:27.112,106.688,4227.103,4252.52534783
321,0 days 01:14:00.723000,22,0 days 00:01:46.932000,22,2,,,0 days 00:00:38.189000,0 days 00:00:43.009000,0 days 00:00:25.734000,0 days 01:12:51.980000,0 days 01:13:34.989000,0 days 01:14:00.723000,209.0,210.0,313.0,313.0,HARD,13.0,True,0 days 01:12:13.791000,AlphaTauri,TSU,1,True,2021-06-06 12:42:13.800,106.932,4333.791,4359.21334783
322,0 days 01:15:47.338000,22,0 days 00:01:46.615000,23,2,,,0 days 00:00:38.066000,0 days 00:00:42.888000,0 days 00:00:25.661000,0 days 01:14:38.789000,0 days 01:15:21.677000,0 days 01:15:47.338000,211.0,213.0,311.0,315.0,HARD,14.0,True,0 days 01:14:00.723000,AlphaTauri,TSU,2,True,2021-06-06 12:44:00.732,106.61500000000001,4440.723,4466.14534783
323,0 days 01:17:33.726000,22,0 days 00:01:46.388000,24,2,,,0 days 00:00:37.950000,0 days 00:00:42.770000,0 days 00:00:25.668000,0 days 01:16:25.288000,0 days 01:17:08.058000,0 days 01:17:33.726000,,209.0,308.0,315.0,HARD,15.0,True,0 days 01:15:47.338000,AlphaTauri,TSU,2,True,2021-06-06 12:45:47.347,106.388,4547.338000000001,4572.760347830001
324,0 days 01:19:20.226000,22,0 days 00:01:46.500000,25,2,,,0 days 00:00:38.083000,0 days 00:00:42.786000,0 days 00:00:25.631000,0 days 01:18:11.809000,0 days 01:18:54.595000,0 days 01:19:20.226000,212.0,217.0,310.0,314.0,HARD,16.0,True,0 days 01:17:33.726000,AlphaTauri,TSU,2,True,2021-06-06 12:47:33.735,106.5,4653.726000000001,4679.148347830001
325,0 days 01:21:06.953000,22,0 days 00:01:46.727000,26,2,,,0 days 00:00:38.101000,0 days 00:00:42.909000,0 days 00:00:25.717000,0 days 01:19:58.327000,0 days 01:20:41.236000,0 days 01:21:06.953000,208.0,211.0,309.0,312.0,HARD,17.0,True,0 days 01:19:20.226000,AlphaTauri,TSU,1,True,2021-06-06 12:49:20.235,106.727,4760.226000000001,4785.648347830001
