DriverNumber,Driver,LapNumber,TotalLaps,LapsRemain,LapTime,Seconds,FuelMultiplier,FB_y,FuelBurnConstant,Adj_FB,Adj_LapTime_FB,quali_delta,Stint,Compound_Label,Compound,TyreLife,TyreLife_perc,FreshTyre,LapStartTime,Team,TrackStatus,LapStartDate,ahead,gap_ahead,race,fq
44,HAM,69,71,2,01:13.2,73.177,0.082,0.62,0.041,72.475,73.095,8.408,2,C2,HARD,41,57.74647887,TRUE,0 days 01:52:12.886000,Mercedes,1,22:12.9,21:55.8,17.159,austria,64.067
3,RIC,2,53,51,01:42.5,102.492,2.091,0.62,0.041,99.781,100.401,8.399,1,C3,MEDIUM,7,13.20754717,FALSE,35:17.8,McLaren,1,05:17.8,05:17.2,0.62,france,91.382
99,GIO,27,72,45,01:20.4,80.442,1.845,0.62,0.041,77.977,78.597,8.387,1,C3,SOFT,30,41.66666667,FALSE,0 days 01:35:55.269000,Alfa Romeo,1,36:55.3,36:52.0,3.264,dutch,69.59
10,GAS,18,66,48,01:29.0,88.954,1.968,0.62,0.041,86.366,86.986,8.384,1,C3,SOFT,18,27.27272727,TRUE,59:11.8,AlphaTauri,1,29:11.8,29:10.9,0.928,spain,77.982
55,SAI,55,56,1,01:42.8,102.834,0.041,0.62,0.041,102.173,102.793,8.381,3,C2,HARD,,0,TRUE,0 days 02:35:14.134000,Ferrari,1,36:15.9,36:11.4,4.513,us,93.792
16,LEC,12,56,44,01:40.5,100.477,1.804,0.62,0.041,98.053,98.673,8.375,1,C4,SOFT,15,26.78571429,FALSE,57:28.1,Ferrari,1,27:28.1,27:26.7,1.392,bahrain,89.678
10,GAS,29,53,24,01:40.8,100.839,0.984,0.62,0.041,99.235,99.855,8.367,2,C2,HARD,12,22.64150943,TRUE,0 days 01:20:55.158000,AlphaTauri,1,50:55.2,50:54.2,0.985,france,90.868
14,ALO,15,53,38,01:41.9,101.883,1.558,0.62,0.041,99.705,100.325,8.365,1,C3,MEDIUM,18,33.96226415,FALSE,57:14.7,Alpine F1 Team,1,27:14.7,27:12.6,2.071,france,91.34
77,BOT,9,56,47,01:44.4,104.381,1.927,0.62,0.041,101.834,102.454,8.359,1,C3,MEDIUM,12,21.42857143,FALSE,0 days 01:16:41.039000,Mercedes,1,17:42.8,17:41.7,1.078,us,93.475
7,RAI,23,53,30,01:43.6,103.56,1.23,0.62,0.041,101.71,102.33,8.356,1,C2,HARD,23,43.39622642,TRUE,0 days 01:10:51.276000,Alfa Romeo,1,40:51.3,40:50.0,1.272,france,93.354
7,RAI,46,78,32,01:21.9,81.927,1.312,0.62,0.041,79.995,80.615,8.353,2,C3,HARD,3,3.846153846,TRUE,0 days 01:31:43.669000,Alfa Romeo,1,01:44.4,01:23.5,20.91,monaco,71.642
31,OCO,65,66,1,01:26.6,86.593,0.041,0.62,0.041,85.932,86.552,8.352,2,C2,MEDIUM,42,63.63636364,TRUE,0 days 02:05:37.942000,Alpine F1 Team,1,35:37.9,35:27.4,10.527,spain,77.58
9,MAZ,2,53,51,01:44.6,104.607,2.091,0.62,0.041,101.896,102.516,8.342,1,C2,HARD,2,3.773584906,TRUE,35:23.5,Haas F1 Team,1,05:23.5,05:23.0,0.564,france,93.554
55,SAI,31,53,22,01:40.7,100.693,0.902,0.62,0.041,99.171,99.791,8.331,2,C2,HARD,14,26.41509434,TRUE,0 days 01:24:13.910000,Ferrari,1,54:13.9,54:11.5,2.412,france,90.84
14,ALO,2,53,51,01:42.4,102.37,2.091,0.62,0.041,99.659,100.279,8.319,1,C3,MEDIUM,5,9.433962264,FALSE,35:17.2,Alpine F1 Team,1,05:17.2,05:17.1,0.081,france,91.34
4,NOR,8,56,48,01:44.8,104.775,1.968,0.62,0.041,102.187,102.807,8.307,1,C3,MEDIUM,11,19.64285714,FALSE,0 days 01:14:48.851000,McLaren,1,15:50.6,15:48.7,1.854,us,93.88
6,LAT,54,56,2,01:45.0,105.003,0.082,0.62,0.041,104.301,104.921,8.306,3,C2,HARD,,0,TRUE,0 days 02:35:24.070000,Williams,1,36:25.8,35:56.5,29.324,us,95.995
4,NOR,31,71,40,01:14.7,74.67,1.64,0.62,0.041,72.41,73.03,8.29,1,C4,SOFT,34,47.88732394,FALSE,0 days 01:08:42.343000,McLaren,1,38:42.4,38:27.6,14.827,austria,64.12
5,VET,3,56,53,01:46.4,106.358,2.173,0.62,0.041,103.565,104.185,8.284,1,C3,MEDIUM,5,8.928571429,FALSE,0 days 01:06:18.926000,Aston Martin,1,07:20.7,07:20.3,0.422,us,95.281
16,LEC,26,53,27,01:41.0,100.997,1.107,0.62,0.041,99.27,99.89,8.283,2,C2,HARD,12,22.64150943,TRUE,0 days 01:15:50.536000,Ferrari,1,45:50.5,45:50.0,0.527,france,90.987
10,GAS,31,78,47,01:21.7,81.727,1.927,0.62,0.041,79.18,79.8,8.28,2,C3,HARD,1,1.282051282,TRUE,0 days 01:11:46.494000,AlphaTauri,1,41:47.3,41:44.1,3.169,monaco,70.9
9,MAZ,31,78,47,01:23.8,83.783,1.927,0.62,0.041,81.236,81.856,8.278,1,C5,SOFT,31,39.74358974,TRUE,0 days 01:13:10.821000,Haas F1 Team,1,43:11.6,42:38.4,33.139,monaco,72.958
55,SAI,49,53,4,01:39.9,99.899,0.164,0.62,0.041,99.115,99.735,8.275,2,C2,HARD,32,60.37735849,TRUE,0 days 01:54:12.066000,Ferrari,1,24:12.1,24:10.6,1.487,france,90.84
3,RIC,32,56,24,01:39.8,99.803,0.984,0.62,0.041,98.199,98.819,8.272,2,C3,MEDIUM,19,33.92857143,TRUE,0 days 01:30:07.226000,McLaren,1,00:07.2,00:04.9,2.374,bahrain,89.927
99,GIO,54,56,2,01:44.8,104.755,0.082,0.62,0.041,104.053,104.673,8.259,3,C2,HARD,,0,TRUE,0 days 02:34:33.394000,Alfa Romeo,1,35:35.1,35:29.8,5.303,us,95.794
10,GAS,28,53,25,01:40.8,100.76,1.025,0.62,0.041,99.115,99.735,8.247,2,C2,HARD,11,20.75471698,TRUE,0 days 01:19:14.398000,AlphaTauri,1,49:14.4,49:14.0,0.417,france,90.868
47,MSC,23,66,43,01:29.7,89.741,1.763,0.62,0.041,87.358,87.978,8.241,1,C3,SOFT,23,34.84848485,TRUE,0 days 01:06:33.059000,Haas F1 Team,1,36:33.1,36:26.9,6.169,spain,79.117
63,RUS,32,78,46,01:22.6,82.576,1.886,0.62,0.041,80.07,80.69,8.24,2,C3,HARD,1,1.282051282,TRUE,0 days 01:14:09.767000,Williams,1,44:10.5,43:57.1,13.459,monaco,71.83
55,SAI,14,53,39,01:41.3,101.293,1.599,0.62,0.041,99.074,99.694,8.234,1,C3,MEDIUM,17,32.0754717,FALSE,55:25.6,Ferrari,1,25:25.6,25:10.6,15.074,france,90.84
99,GIO,24,53,29,01:41.9,101.855,1.189,0.62,0.041,100.046,100.666,8.233,1,C2,HARD,24,45.28301887,TRUE,0 days 01:12:29.455000,Alfa Romeo,1,42:29.5,42:28.0,1.422,france,91.813
55,SAI,37,56,19,01:39.6,99.631,0.779,0.62,0.041,98.232,98.852,8.223,2,C3,MEDIUM,22,39.28571429,TRUE,0 days 01:38:16.143000,Ferrari,1,08:16.2,08:07.6,8.594,bahrain,90.009
18,STR,2,53,51,01:43.0,103.047,2.091,0.62,0.041,100.336,100.956,8.214,1,C2,HARD,2,3.773584906,TRUE,35:21.5,Aston Martin,1,05:21.5,05:20.7,0.801,france,92.122
77,BOT,8,56,48,01:44.3,104.276,1.968,0.62,0.041,101.688,102.308,8.213,1,C3,MEDIUM,11,19.64285714,FALSE,0 days 01:14:56.763000,Mercedes,1,15:58.5,15:57.2,1.359,us,93.475
55,SAI,54,56,2,01:42.7,102.69,0.082,0.62,0.041,101.988,102.608,8.196,3,C2,HARD,,0,TRUE,0 days 02:33:31.444000,Ferrari,1,34:33.2,34:29.9,3.27,us,93.792
18,STR,18,56,38,01:46.4,106.355,1.558,0.62,0.041,104.177,104.797,8.194,1,C3,MEDIUM,18,32.14285714,TRUE,0 days 01:32:27.105000,Aston Martin,1,33:28.9,33:26.1,2.802,us,95.983
6,LAT,27,66,39,01:29.6,89.626,1.599,0.62,0.041,87.407,88.027,8.188,2,C2,MEDIUM,18,27.27272727,TRUE,0 days 01:12:06.144000,Williams,1,42:06.2,42:02.2,3.963,spain,79.219
44,HAM,53,53,0,01:39.0,99.041,0,0.62,0.041,98.421,99.041,8.173,2,C2,HARD,34,64.1509434,TRUE,0 days 01:59:16.118000,Mercedes,1,29:16.1,29:15.1,1.019,france,90.248
9,MAZ,39,56,17,01:46.3,106.284,0.697,0.62,0.041,104.967,105.587,8.171,4,C3,MEDIUM,3,5.357142857,FALSE,0 days 02:10:55.717000,Haas F1 Team,1,11:57.5,10:50.8,6.689,us,96.796
6,LAT,50,66,16,01:28.7,88.65,0.656,0.62,0.041,87.374,87.994,8.155,3,C2,MEDIUM,23,34.84848485,TRUE,0 days 01:44:53.433000,Williams,1,14:53.4,14:51.9,1.561,spain,79.219
47,MSC,24,72,48,01:22.1,82.129,1.968,0.62,0.041,79.541,80.161,8.154,2,C1,HARD,20,27.77777778,TRUE,0 days 01:33:16.823000,Haas F1 Team,1,34:16.8,33:28.7,48.11,dutch,71.387
7,RAI,60,66,6,01:27.9,87.936,0.246,0.62,0.041,87.07,87.69,8.153,2,C3,SOFT,23,34.84848485,TRUE,0 days 01:58:46.239000,Alfa Romeo,1,28:46.2,28:45.2,1.021,spain,78.917
31,OCO,23,66,43,01:28.1,88.11,1.763,0.62,0.041,85.727,86.347,8.147,1,C3,SOFT,26,39.39393939,FALSE,0 days 01:06:08.741000,Alpine F1 Team,1,36:08.7,36:04.1,4.631,spain,77.58
99,GIO,50,53,3,01:40.7,100.691,0.123,0.62,0.041,99.948,100.568,8.135,2,C3,MEDIUM,22,41.50943396,TRUE,0 days 01:56:08.485000,Alfa Romeo,1,26:08.5,26:06.0,2.502,france,91.813
14,ALO,29,56,27,01:40.1,100.108,1.107,0.62,0.041,98.381,99.001,8.132,2,C3,MEDIUM,18,32.14285714,TRUE,0 days 01:25:35.794000,Alpine F1 Team,1,55:35.8,55:32.3,3.458,bahrain,90.249
10,GAS,14,53,39,01:41.2,101.219,1.599,0.62,0.041,99,99.62,8.132,1,C3,MEDIUM,19,35.8490566,FALSE,55:26.8,AlphaTauri,1,25:26.8,25:25.6,1.211,france,90.868
33,VER,15,53,38,01:40.3,100.297,1.558,0.62,0.041,98.119,98.739,8.129,1,C3,MEDIUM,18,33.96226415,FALSE,56:43.5,Red Bull,1,26:43.5,26:41.3,2.181,france,89.99
55,SAI,12,53,41,01:41.3,101.268,1.681,0.62,0.041,98.967,99.587,8.127,1,C3,MEDIUM,15,28.30188679,FALSE,52:02.6,Ferrari,1,22:02.7,21:52.1,10.603,france,90.84
99,GIO,25,53,28,01:41.7,101.701,1.148,0.62,0.041,99.933,100.553,8.12,1,C2,HARD,25,47.16981132,TRUE,0 days 01:14:11.310000,Alfa Romeo,1,44:11.3,44:10.2,1.098,france,91.813
31,OCO,55,66,11,01:26.8,86.767,0.451,0.62,0.041,85.696,86.316,8.116,2,C2,MEDIUM,32,48.48484848,TRUE,0 days 01:51:21.015000,Alpine F1 Team,1,21:21.0,21:14.8,6.201,spain,77.58
10,GAS,12,53,41,01:41.3,101.284,1.681,0.62,0.041,98.983,99.603,8.115,1,C3,MEDIUM,17,32.0754717,FALSE,52:04.4,AlphaTauri,1,22:04.4,22:02.7,1.735,france,90.868
77,BOT,44,53,9,01:39.5,99.479,0.369,0.62,0.041,98.49,99.11,8.114,2,C2,HARD,27,50.94339623,TRUE,0 days 01:44:38.226000,Mercedes,1,14:38.2,14:34.0,4.237,france,90.376
47,MSC,14,56,42,01:42.9,102.903,1.722,0.62,0.041,100.561,101.181,8.112,1,C3,MEDIUM,14,25,TRUE,0 days 01:01:17.265000,Haas F1 Team,1,31:17.3,31:08.1,9.183,bahrain,92.449
55,SAI,52,53,1,01:39.6,99.612,0.041,0.62,0.041,98.951,99.571,8.111,2,C2,HARD,35,66.03773585,TRUE,0 days 01:59:11.072000,Ferrari,1,29:11.1,29:06.5,4.626,france,90.84
44,HAM,28,66,38,01:27.0,87.03,1.558,0.62,0.041,84.852,85.472,8.111,1,C3,SOFT,32,48.48484848,FALSE,0 days 01:12:43.020000,Mercedes,1,42:43.0,LEAD,LEAD!,spain,76.741
31,OCO,45,53,8,01:40.8,100.793,0.328,0.62,0.041,99.845,100.465,8.109,2,C3,MEDIUM,20,37.73584906,FALSE,0 days 01:47:46.999000,Alpine F1 Team,1,17:47.0,17:45.2,1.8,france,91.736
77,BOT,50,53,3,01:39.2,99.226,0.123,0.62,0.041,98.483,99.103,8.107,2,C2,HARD,33,62.26415094,TRUE,0 days 01:54:33.044000,Mercedes,1,24:33.1,24:32.3,0.747,france,90.376
6,LAT,2,56,54,01:46.9,106.931,2.214,0.62,0.041,104.097,104.717,8.102,1,C3,MEDIUM,2,3.571428571,TRUE,0 days 01:04:34.687000,Williams,1,05:36.4,05:36.0,0.47,us,95.995
77,BOT,10,56,46,01:44.1,104.082,1.886,0.62,0.041,101.576,102.196,8.101,1,C3,MEDIUM,13,23.21428571,FALSE,0 days 01:18:25.420000,Mercedes,1,19:27.2,19:25.9,1.31,us,93.475
63,RUS,60,66,6,01:27.4,87.411,0.246,0.62,0.041,86.545,87.165,8.1,3,C2,MEDIUM,32,48.48484848,TRUE,0 days 01:58:48.448000,Williams,1,28:48.5,28:46.8,1.694,spain,78.445
77,BOT,7,56,49,01:44.2,104.2,2.009,0.62,0.041,101.571,102.191,8.096,1,C3,MEDIUM,10,17.85714286,FALSE,0 days 01:13:12.563000,Mercedes,1,14:14.3,14:12.8,1.527,us,93.475
10,GAS,10,53,43,01:41.3,101.339,1.763,0.62,0.041,98.956,99.576,8.088,1,C3,MEDIUM,15,28.30188679,FALSE,48:42.0,AlphaTauri,1,18:42.1,18:41.1,0.904,france,90.868
63,RUS,2,56,54,01:46.7,106.652,2.214,0.62,0.041,103.818,104.438,8.088,1,C3,MEDIUM,2,3.571428571,TRUE,0 days 01:04:31.852000,Williams,1,05:33.6,05:32.8,0.822,us,95.73
14,ALO,2,56,54,01:46.7,106.669,2.214,0.62,0.041,103.835,104.455,8.079,1,C3,MEDIUM,2,3.571428571,TRUE,0 days 01:04:32.782000,Alpine F1 Team,1,05:34.5,05:33.8,0.697,us,95.756
3,RIC,15,53,38,01:41.6,101.634,1.558,0.62,0.041,99.456,100.076,8.074,1,C3,MEDIUM,20,37.73584906,FALSE,57:09.2,McLaren,1,27:09.2,27:08.1,1.185,france,91.382
31,OCO,19,53,34,01:41.8,101.821,1.394,0.62,0.041,99.807,100.427,8.071,1,C2,HARD,19,35.8490566,TRUE,0 days 01:04:00.870000,Alpine F1 Team,1,34:00.9,33:55.3,5.6,france,91.736
55,SAI,16,53,37,01:41.0,101.04,1.517,0.62,0.041,98.903,99.523,8.063,1,C3,MEDIUM,19,35.8490566,FALSE,58:48.5,Ferrari,1,28:48.5,28:30.4,18.13,france,90.84
9,MAZ,15,53,38,01:43.8,103.792,1.558,0.62,0.041,101.614,102.234,8.06,1,C2,HARD,15,28.30188679,TRUE,57:31.8,Haas F1 Team,1,27:31.8,27:30.3,1.452,france,93.554
16,LEC,49,53,4,01:39.8,99.825,0.164,0.62,0.041,99.041,99.661,8.054,3,C3,MEDIUM,14,26.41509434,FALSE,0 days 01:54:34.392000,Ferrari,1,24:34.4,24:29.4,4.989,france,90.987
16,LEC,2,53,51,01:41.7,101.749,2.091,0.62,0.041,99.038,99.658,8.051,1,C3,MEDIUM,5,9.433962264,FALSE,35:17.1,Ferrari,1,05:17.1,05:16.5,0.627,france,90.987
10,GAS,13,53,40,01:41.2,101.17,1.64,0.62,0.041,98.91,99.53,8.042,1,C3,MEDIUM,18,33.96226415,FALSE,53:45.7,AlphaTauri,1,23:45.7,23:43.9,1.751,france,90.868
55,SAI,56,56,0,01:42.4,102.45,0,0.62,0.041,101.83,102.45,8.038,3,C2,HARD,,0,TRUE,0 days 02:36:56.968000,Ferrari,1,37:58.7,37:56.9,1.806,us,93.792
14,ALO,21,66,45,01:28.5,88.466,1.845,0.62,0.041,86.001,86.621,8.035,1,C3,SOFT,24,36.36363636,FALSE,0 days 01:03:26.276000,Alpine F1 Team,1,33:26.3,33:24.7,1.547,spain,77.966
4,NOR,2,56,54,01:44.7,104.746,2.214,0.62,0.041,101.912,102.532,8.032,1,C3,MEDIUM,5,8.928571429,FALSE,0 days 01:04:27.628000,McLaren,1,05:29.4,05:28.6,0.733,us,93.88
16,LEC,13,53,40,01:41.3,101.278,1.64,0.62,0.041,99.018,99.638,8.031,1,C3,MEDIUM,16,30.18867925,FALSE,53:46.7,Ferrari,1,23:46.7,23:45.7,1.04,france,90.987
4,NOR,12,56,44,01:40.4,100.425,1.804,0.62,0.041,98.001,98.621,8.027,1,C4,SOFT,15,26.78571429,FALSE,57:26.7,McLaren,1,27:26.7,27:20.7,6.066,bahrain,89.974
3,RIC,26,53,27,01:41.1,101.135,1.107,0.62,0.041,99.408,100.028,8.026,2,C2,HARD,10,18.86792453,TRUE,0 days 01:15:51.743000,McLaren,1,45:51.8,45:50.5,1.207,france,91.382
31,OCO,51,53,2,01:40.5,100.463,0.082,0.62,0.041,99.761,100.381,8.025,2,C3,MEDIUM,26,49.05660377,FALSE,0 days 01:57:45.627000,Alpine F1 Team,1,27:45.6,27:44.6,1.044,france,91.736
10,GAS,16,53,37,01:41.0,101.027,1.517,0.62,0.041,98.89,99.51,8.022,1,C3,MEDIUM,21,39.62264151,FALSE,58:49.8,AlphaTauri,1,28:49.8,28:48.5,1.278,france,90.868
14,ALO,27,71,44,01:15.0,75.012,1.804,0.62,0.041,72.588,73.208,8.014,1,C4,SOFT,30,42.25352113,FALSE,0 days 01:04:13.821000,Alpine F1 Team,1,34:13.9,34:12.6,1.268,austria,64.574
55,SAI,50,53,3,01:39.6,99.595,0.123,0.62,0.041,98.852,99.472,8.012,2,C2,HARD,33,62.26415094,TRUE,0 days 01:55:51.965000,Ferrari,1,25:52.0,25:49.0,2.943,france,90.84
7,RAI,2,56,54,01:47.2,107.155,2.214,0.62,0.041,104.321,104.941,8.01,1,C3,MEDIUM,2,3.571428571,TRUE,0 days 01:04:30.344000,Alfa Romeo,1,05:32.1,05:31.5,0.617,us,96.311
9,MAZ,20,53,33,01:43.5,103.532,1.353,0.62,0.041,101.559,102.179,8.005,1,C2,HARD,20,37.73584906,TRUE,0 days 01:06:05.406000,Haas F1 Team,1,36:05.4,36:02.7,2.687,france,93.554
9,MAZ,55,71,16,01:15.5,75.471,0.656,0.62,0.041,74.195,74.815,8.003,2,C2,HARD,34,47.88732394,TRUE,0 days 01:38:40.373000,Haas F1 Team,1,08:40.4,08:26.2,14.201,austria,66.192
55,SAI,2,53,51,01:41.5,101.546,2.091,0.62,0.041,98.835,99.455,7.995,1,C3,MEDIUM,5,9.433962264,FALSE,35:15.3,Ferrari,1,05:15.3,05:14.7,0.582,france,90.84
5,VET,21,66,45,01:28.5,88.53,1.845,0.62,0.041,86.065,86.685,7.986,1,C3,SOFT,21,31.81818182,TRUE,0 days 01:03:27.449000,Aston Martin,1,33:27.5,33:26.3,1.173,spain,78.079
7,RAI,64,78,14,01:20.8,80.815,0.574,0.62,0.041,79.621,80.241,7.979,2,C3,HARD,21,26.92307692,TRUE,0 days 01:54:32.772000,Alfa Romeo,1,24:33.5,24:32.2,1.384,monaco,71.642
55,SAI,46,66,20,01:27.0,87.033,0.82,0.62,0.041,85.593,86.213,7.973,2,C2,MEDIUM,24,36.36363636,TRUE,0 days 01:38:26.488000,Ferrari,1,08:26.5,08:24.3,2.173,spain,77.62
55,SAI,51,53,2,01:39.5,99.512,0.082,0.62,0.041,98.81,99.43,7.97,2,C2,HARD,34,64.1509434,TRUE,0 days 01:57:31.560000,Ferrari,1,27:31.6,27:27.5,4.091,france,90.84
14,ALO,16,53,37,01:41.4,101.443,1.517,0.62,0.041,99.306,99.926,7.966,1,C3,MEDIUM,19,35.8490566,FALSE,58:56.6,Alpine F1 Team,1,28:56.6,28:53.7,2.931,france,91.34
33,VER,19,53,34,01:40.0,99.966,1.394,0.62,0.041,97.952,98.572,7.962,2,C2,HARD,1,1.886792453,TRUE,0 days 01:03:40.306000,Red Bull,1,33:40.3,33:28.9,11.421,france,89.99
3,RIC,7,71,64,01:16.0,76.008,2.624,0.62,0.041,72.764,73.384,7.956,1,C3,MEDIUM,7,9.85915493,TRUE,40:24.6,McLaren,1,10:24.7,10:24.1,0.63,austria,64.808
99,GIO,52,56,4,01:39.4,99.448,0.164,0.62,0.041,98.664,99.284,7.956,3,C3,MEDIUM,22,39.28571429,TRUE,0 days 02:02:52.101000,Alfa Romeo,1,32:52.1,32:44.0,8.099,bahrain,90.708
4,NOR,51,66,15,01:26.9,86.88,0.615,0.62,0.041,85.645,86.265,7.949,2,C2,MEDIUM,28,42.42424242,TRUE,0 days 01:45:45.017000,McLaren,1,15:45.0,15:42.6,2.456,spain,77.696
3,RIC,25,66,41,01:27.9,87.87,1.681,0.62,0.041,85.569,86.189,7.947,1,C3,SOFT,28,42.42424242,FALSE,0 days 01:08:51.934000,McLaren,1,38:51.9,38:41.0,10.966,spain,77.622
6,LAT,69,72,3,01:18.8,78.777,0.123,0.62,0.041,78.034,78.654,7.941,4,C1,HARD,46,63.88888889,TRUE,0 days 02:30:37.744000,Williams,1,31:37.8,31:10.5,27.253,dutch,70.093
63,RUS,4,53,49,01:42.6,102.635,2.009,0.62,0.041,100.006,100.626,7.941,1,C3,MEDIUM,4,7.547169811,TRUE,38:49.3,Williams,1,08:49.3,08:48.1,1.205,france,92.065
31,OCO,20,53,33,01:41.6,101.649,1.353,0.62,0.041,99.676,100.296,7.94,1,C2,HARD,20,37.73584906,TRUE,0 days 01:05:42.691000,Alpine F1 Team,1,35:42.7,35:41.7,1.004,france,91.736
33,VER,17,56,39,01:39.2,99.153,1.599,0.62,0.041,96.934,97.554,7.937,1,C3,MEDIUM,20,35.71428571,FALSE,0 days 01:05:17.778000,Red Bull,1,35:17.8,LEAD,LEAD!,bahrain,88.997
4,NOR,30,56,26,01:43.5,103.499,1.066,0.62,0.041,101.813,102.433,7.933,2,C2,HARD,,0,TRUE,0 days 01:52:47.741000,McLaren,1,53:49.5,53:45.3,4.168,us,93.88
4,NOR,28,53,25,01:40.8,100.829,1.025,0.62,0.041,99.184,99.804,7.932,2,C2,HARD,4,7.547169811,TRUE,0 days 01:19:14.982000,McLaren,1,49:15.0,49:14.4,0.584,france,91.252
14,ALO,33,72,39,01:20.1,80.105,1.599,0.62,0.041,77.886,78.506,7.93,1,C3,SOFT,36,50,FALSE,0 days 01:43:22.912000,Alpine F1 Team,1,44:22.9,44:16.9,5.999,dutch,69.956
16,LEC,12,53,41,01:41.2,101.217,1.681,0.62,0.041,98.916,99.536,7.929,1,C3,MEDIUM,15,28.30188679,FALSE,52:05.5,Ferrari,1,22:05.5,22:04.4,1.107,france,90.987
16,LEC,35,53,18,01:40.3,100.273,0.738,0.62,0.041,98.915,99.535,7.928,2,C2,HARD,21,39.62264151,TRUE,0 days 01:31:00.914000,Ferrari,1,01:00.9,00:56.0,4.961,france,90.987
31,OCO,66,78,12,01:20.5,80.526,0.492,0.62,0.041,79.414,80.034,7.928,2,C4,MEDIUM,29,37.17948718,TRUE,0 days 01:57:05.910000,Alpine F1 Team,1,27:06.7,26:49.3,17.407,monaco,71.486
99,GIO,7,66,59,01:30.2,90.183,2.419,0.62,0.041,87.144,87.764,7.928,3,C2,MEDIUM,7,10.60606061,FALSE,45:07.3,Alfa Romeo,1,15:07.3,15:07.1,0.222,portugal,79.216
77,BOT,13,56,43,01:43.8,103.775,1.763,0.62,0.041,101.392,102.012,7.917,1,C3,MEDIUM,16,28.57142857,FALSE,0 days 01:23:34.182000,Mercedes,1,24:35.9,24:17.3,18.622,us,93.475
9,MAZ,20,56,36,01:46.8,106.805,1.476,0.62,0.041,104.709,105.329,7.913,2,C2,HARD,,0,TRUE,0 days 01:36:44.581000,Haas F1 Team,1,37:46.3,37:25.0,21.331,us,96.796
22,TSU,7,66,59,01:30.4,90.408,2.419,0.62,0.041,87.369,87.989,7.906,3,C2,MEDIUM,7,10.60606061,FALSE,45:08.3,AlphaTauri,1,15:08.3,15:08.1,0.181,portugal,79.463
6,LAT,23,72,49,01:20.6,80.626,2.009,0.62,0.041,77.997,78.617,7.904,3,C2,MEDIUM,23,31.94444444,TRUE,0 days 01:31:00.755000,Williams,1,32:00.8,32:00.0,0.765,dutch,70.093
5,VET,10,72,62,01:21.8,81.791,2.542,0.62,0.041,78.629,79.249,7.898,1,C3,SOFT,10,13.88888889,TRUE,0 days 01:14:04.861000,Aston Martin,1,15:04.9,15:03.8,1.103,dutch,70.731
47,MSC,50,66,16,01:28.3,88.28,0.656,0.62,0.041,87.004,87.624,7.887,2,C2,MEDIUM,27,40.90909091,TRUE,0 days 01:45:08.127000,Haas F1 Team,1,15:08.1,14:56.1,12.079,spain,79.117
3,RIC,13,56,43,01:40.2,100.195,1.763,0.62,0.041,97.812,98.432,7.885,1,C4,SOFT,16,28.57142857,FALSE,59:07.1,McLaren,1,29:07.1,28:57.1,9.968,bahrain,89.927
99,GIO,27,53,26,01:41.4,101.381,1.066,0.62,0.041,99.695,100.315,7.882,1,C2,HARD,27,50.94339623,TRUE,0 days 01:17:35.655000,Alfa Romeo,1,47:35.7,47:34.2,1.454,france,91.813
11,PER,15,53,38,01:40.5,100.487,1.558,0.62,0.041,98.309,98.929,7.864,1,C3,MEDIUM,18,33.96226415,FALSE,56:49.9,Red Bull,1,26:49.9,26:46.6,3.334,france,90.445
6,LAT,4,53,49,01:43.6,103.552,2.009,0.62,0.041,100.923,101.543,7.861,1,C3,MEDIUM,4,7.547169811,TRUE,38:47.6,Williams,1,08:47.6,08:46.5,1.187,france,93.062
9,MAZ,19,56,37,01:46.8,106.793,1.517,0.62,0.041,104.656,105.276,7.86,2,C2,HARD,,0,TRUE,0 days 01:34:57.788000,Haas F1 Team,1,35:59.5,35:40.0,19.517,us,96.796
6,LAT,14,56,42,01:42.1,102.131,1.722,0.62,0.041,99.789,100.409,7.853,1,C4,SOFT,14,25,TRUE,0 days 01:01:04.183000,Williams,1,31:04.2,30:58.6,5.619,bahrain,91.936
22,TSU,2,56,54,01:45.6,105.603,2.214,0.62,0.041,102.769,103.389,7.851,1,C4,SOFT,5,8.928571429,FALSE,0 days 01:04:28.074000,AlphaTauri,1,05:29.8,05:29.4,0.446,us,94.918
10,GAS,8,56,48,01:44.6,104.557,1.968,0.62,0.041,101.969,102.589,7.851,1,C3,MEDIUM,11,19.64285714,FALSE,0 days 01:14:55.404000,AlphaTauri,1,15:57.2,15:56.2,0.923,us,94.118
10,GAS,60,66,6,01:26.7,86.694,0.246,0.62,0.041,85.828,86.448,7.846,3,C3,SOFT,13,19.6969697,TRUE,0 days 01:58:46.754000,AlphaTauri,1,28:46.8,28:46.2,0.515,spain,77.982
4,NOR,15,53,38,01:41.3,101.272,1.558,0.62,0.041,99.094,99.714,7.842,1,C3,MEDIUM,20,37.73584906,FALSE,57:10.8,McLaren,1,27:10.8,27:09.2,1.556,france,91.252
99,GIO,20,53,33,01:41.6,101.627,1.353,0.62,0.041,99.654,100.274,7.841,1,C2,HARD,20,37.73584906,TRUE,0 days 01:05:44.257000,Alfa Romeo,1,35:44.3,35:42.7,1.566,france,91.813
77,BOT,4,56,52,01:44.1,104.057,2.132,0.62,0.041,101.305,101.925,7.83,1,C3,MEDIUM,7,12.5,FALSE,0 days 01:08:00.935000,Mercedes,1,09:02.7,09:01.4,1.325,us,93.475
